S&S_Title	Wikidata_ID	Director	Director_gender	Screenwriter	Screenwriter_gender	Original_Title	English_Title	IMDb ID	Genre	RT_Score(%)	IMDb_Rating	Language	Silent	Actors	Runtime(min)	Rated	Country	Year	2022_Poll	2012_Poll	Position_2022	Position_2012	OMDb
Sans soleil	Q290796	Chris Marker	male	Chris Marker	male	Sans soleil	Sans Soleil	tt0084628	Documentary, Drama	87	7.8	French, Japanese, English, Cantonese, Japanese Sign 	false	Amilcar Cabral, Florence Delay, Arielle Dombasle	100	Not Rated	France	1982	true	false	59		"{""Title"":""Sans Soleil"",""Year"":""1983"",""Rated"":""Not Rated"",""Released"":""02 Mar 1983"",""Runtime"":""100 min"",""Genre"":""Documentary, Drama"",""Director"":""Chris Marker"",""Writer"":""Chris Marker"",""Actors"":""Amilcar Cabral, Florence Delay, Arielle Dombasle"",""Plot"":""A woman narrates the contemplative writings of a seasoned world traveler, focusing on contemporary Japan."",""Language"":""French, Japanese, English, Cantonese, Japanese Sign "",""Country"":""France"",""Awards"":""4 wins"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMjc4MzliNDQtYjc2Mi00Y2UxLTk2ZTctOGIzMmY3YjFmN2UyXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.8/10""},{""Source"":""Rotten Tomatoes"",""Value"":""87%""}],""Metascore"":""N/A"",""imdbRating"":""7.8"",""imdbVotes"":""11,139"",""imdbID"":""tt0084628"",""Type"":""movie"",""DVD"":""07 Feb 2012"",""BoxOffice"":""$30,878"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Fanny and Alexander	Q165651	Ingmar Bergman	male	Ingmar Bergman	male	Fanny och Alexander	Fanny and Alexander	tt0083922	Drama	100	8.1	Swedish, German, Yiddish, English, French	false	Bertil Guve, Pernilla Allwin, Kristina Adolphson	188	R	Sweden, France, West Germany	1982	false	true		84	"{""Title"":""Fanny and Alexander"",""Year"":""1982"",""Rated"":""R"",""Released"":""17 Dec 1982"",""Runtime"":""188 min"",""Genre"":""Drama"",""Director"":""Ingmar Bergman"",""Writer"":""Ingmar Bergman"",""Actors"":""Bertil Guve, Pernilla Allwin, Kristina Adolphson"",""Plot"":""Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls."",""Language"":""Swedish, German, Yiddish, English, French"",""Country"":""Sweden, France, West Germany"",""Awards"":""Won 4 Oscars. 25 wins & 12 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BZmQzMDE5ZWQtOTU3ZS00ZjdhLWI0OTctZDNkODk4YThmOTRhL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.1/10""},{""Source"":""Rotten Tomatoes"",""Value"":""100%""},{""Source"":""Metacritic"",""Value"":""100/100""}],""Metascore"":""100"",""imdbRating"":""8.1"",""imdbVotes"":""64,080"",""imdbID"":""tt0083922"",""Type"":""movie"",""DVD"":""16 Nov 2004"",""BoxOffice"":""$6,783,304"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Shoah	Q1720765	Claude Lanzmann	male	Claude Lanzmann	male	Shoah	Shoah	tt0090015	Documentary, History, War	100	8.7	German, Hebrew, Polish, Yiddish, French, English, Greek, Italian	false	Simon Srebnik, Michael Podchlebnik, Motke Zaïdl	566	Not Rated	France	1985	true	true	27	29	"{""Title"":""Shoah"",""Year"":""1985"",""Rated"":""Not Rated"",""Released"":""01 Nov 1985"",""Runtime"":""566 min"",""Genre"":""Documentary, History, War"",""Director"":""Claude Lanzmann"",""Writer"":""Claude Lanzmann"",""Actors"":""Simon Srebnik, Michael Podchlebnik, Motke Zaïdl"",""Plot"":""Claude Lanzmann's epic documentary recounts the story of the Holocaust through interviews with witnesses - perpetrators as well as survivors."",""Language"":""German, Hebrew, Polish, Yiddish, French, English, Greek, Italian"",""Country"":""France"",""Awards"":""Won 2 BAFTA 15 wins total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMTYyMTI3NzYxMl5BMl5BanBnXkFtZTcwMzM5ODQxNA@@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.7/10""},{""Source"":""Rotten Tomatoes"",""Value"":""100%""},{""Source"":""Metacritic"",""Value"":""99/100""}],""Metascore"":""99"",""imdbRating"":""8.7"",""imdbVotes"":""9,573"",""imdbID"":""tt0090015"",""Type"":""movie"",""DVD"":""01 Apr 2014"",""BoxOffice"":""$20,175"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Blue Velvet	Q660950	David Lynch	male	David Lynch	male	Blue Velvet	Blue Velvet	tt0090756	Crime, Drama, Mystery	95	7.7	English	false	Isabella Rossellini, Kyle MacLachlan, Dennis Hopper	120	R	United States	1986	true	true	84	69	"{""Title"":""Blue Velvet"",""Year"":""1986"",""Rated"":""R"",""Released"":""23 Oct 1986"",""Runtime"":""120 min"",""Genre"":""Crime, Drama, Mystery"",""Director"":""David Lynch"",""Writer"":""David Lynch"",""Actors"":""Isabella Rossellini, Kyle MacLachlan, Dennis Hopper"",""Plot"":""The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child."",""Language"":""English"",""Country"":""United States"",""Awards"":""Nominated for 1 Oscar. 18 wins & 18 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMzExOTczNTgtN2Q1Yy00MmI1LWE0NjgtNmIwMzdmZGNlODU1XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.7/10""},{""Source"":""Rotten Tomatoes"",""Value"":""95%""},{""Source"":""Metacritic"",""Value"":""76/100""}],""Metascore"":""76"",""imdbRating"":""7.7"",""imdbVotes"":""200,336"",""imdbID"":""tt0090756"",""Type"":""movie"",""DVD"":""06 Feb 2001"",""BoxOffice"":""$8,551,228"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Histoire(s) du cinéma	Q2533567	Jean-Luc Godard	male	Jean-Luc Godard	male	Histoire(s) du cinéma	Histoire(s) du cinéma	tt6677224	Documentary		7.2	French	false	Jean-Luc Godard, Alain Cuny, Julie Delpy	267	N/A	France	1988	true	true	84	48	"{""Title"":""Histoire(s) du cinéma"",""Year"":""1989–1999"",""Rated"":""N/A"",""Released"":""07 May 1989"",""Runtime"":""267 min"",""Genre"":""Documentary"",""Director"":""N/A"",""Writer"":""N/A"",""Actors"":""Jean-Luc Godard, Alain Cuny, Julie Delpy"",""Plot"":""An 8-part documentary chronicling the history of cinema, examining the history of the concept of cinema and how both relates to the 20th century."",""Language"":""French"",""Country"":""France"",""Awards"":""N/A"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMDYzMDE5MDctMmMxZS00MTA0LTk4NzYtZjZlODY1ZGU2NWU4XkEyXkFqcGdeQXVyNjg5NDUyMjE@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.2/10""}],""Metascore"":""N/A"",""imdbRating"":""7.2"",""imdbVotes"":""597"",""imdbID"":""tt6677224"",""Type"":""series"",""totalSeasons"":""N/A"",""Response"":""True""}"
My Neighbour Totoro	Q39571	Hayao Miyazaki	male	Hayao Miyazaki	male	となりのトトロ	My Neighbor Totoro	tt0096283	Animation, Comedy, Family	95	8.1	Japanese	false	Hitoshi Takagi, Noriko Hidaka, Chika Sakamoto	86	G	Japan	1988	true	false	72		"{""Title"":""My Neighbor Totoro"",""Year"":""1988"",""Rated"":""G"",""Released"":""13 Jul 1990"",""Runtime"":""86 min"",""Genre"":""Animation, Comedy, Family"",""Director"":""Hayao Miyazaki"",""Writer"":""Hayao Miyazaki"",""Actors"":""Hitoshi Takagi, Noriko Hidaka, Chika Sakamoto"",""Plot"":""When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby."",""Language"":""Japanese"",""Country"":""Japan"",""Awards"":""5 wins & 2 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BYzJjMTYyMjQtZDI0My00ZjE2LTkyNGYtOTllNGQxNDMyZjE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.1/10""},{""Source"":""Rotten Tomatoes"",""Value"":""95%""},{""Source"":""Metacritic"",""Value"":""86/100""}],""Metascore"":""86"",""imdbRating"":""8.1"",""imdbVotes"":""339,292"",""imdbID"":""tt0096283"",""Type"":""movie"",""DVD"":""28 Feb 2006"",""BoxOffice"":""$2,250,213"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Close-Up	Q498277	Abbas Kiarostami	male	Abbas Kiarostami	male	کلوزآپ	Close-Up	tt0100234	Biography, Crime, Drama	88	8.2	Persian, Azerbaijani	false	Hossain Sabzian, Mohsen Makhmalbaf, Abolfazl Ahankhah	98	Not Rated	Iran	1989	true	true	17	42	"{""Title"":""Close-Up"",""Year"":""1990"",""Rated"":""Not Rated"",""Released"":""30 Oct 1991"",""Runtime"":""98 min"",""Genre"":""Biography, Crime, Drama"",""Director"":""Abbas Kiarostami"",""Writer"":""Abbas Kiarostami"",""Actors"":""Hossain Sabzian, Mohsen Makhmalbaf, Abolfazl Ahankhah"",""Plot"":""The true story of Hossain Sabzian, a cinephile who impersonated the director Mohsen Makhmalbaf to convince a family they would star in his so-called new film."",""Language"":""Persian, Azerbaijani"",""Country"":""Iran"",""Awards"":""2 wins & 2 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BZTEzNGU1ODQtZmEzZS00ODJlLWI3ZWItNmY1MTVjNjk0MzBjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.2/10""},{""Source"":""Rotten Tomatoes"",""Value"":""88%""}],""Metascore"":""N/A"",""imdbRating"":""8.2"",""imdbVotes"":""20,104"",""imdbID"":""tt0100234"",""Type"":""movie"",""DVD"":""N/A"",""BoxOffice"":""$2,670"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Do the Right Thing	Q1141252	Spike Lee	male	Spike Lee	male	Do the Right Thing	Do the Right Thing	tt0097216	Comedy, Drama	91	7.9	English, Italian, Spanish, Korean	false	Danny Aiello, Ossie Davis, Ruby Dee	120	R	United States	1989	true	false	24		"{""Title"":""Do the Right Thing"",""Year"":""1989"",""Rated"":""R"",""Released"":""21 Jul 1989"",""Runtime"":""120 min"",""Genre"":""Comedy, Drama"",""Director"":""Spike Lee"",""Writer"":""Spike Lee"",""Actors"":""Danny Aiello, Ossie Davis, Ruby Dee"",""Plot"":""On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence."",""Language"":""English, Italian, Spanish, Korean"",""Country"":""United States"",""Awards"":""Nominated for 2 Oscars. 21 wins & 17 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BODA2MjU1NTI1MV5BMl5BanBnXkFtZTgwOTU4ODIwMjE@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.9/10""},{""Source"":""Rotten Tomatoes"",""Value"":""91%""},{""Source"":""Metacritic"",""Value"":""93/100""}],""Metascore"":""93"",""imdbRating"":""7.9"",""imdbVotes"":""102,913"",""imdbID"":""tt0097216"",""Type"":""movie"",""DVD"":""20 Feb 2001"",""BoxOffice"":""$27,545,445"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
GoodFellas	Q42047	Martin Scorsese	male	Nicholas Pileggi&Martin Scorsese	male&male	Goodfellas	Goodfellas	tt0099685	Biography, Crime, Drama	96	8.7	English, Italian	false	Robert De Niro, Ray Liotta, Joe Pesci	145	R	United States	1990	true	false	63		"{""Title"":""Goodfellas"",""Year"":""1990"",""Rated"":""R"",""Released"":""21 Sep 1990"",""Runtime"":""145 min"",""Genre"":""Biography, Crime, Drama"",""Director"":""Martin Scorsese"",""Writer"":""Nicholas Pileggi, Martin Scorsese"",""Actors"":""Robert De Niro, Ray Liotta, Joe Pesci"",""Plot"":""The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate."",""Language"":""English, Italian"",""Country"":""United States"",""Awards"":""Won 1 Oscar. 44 wins & 38 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.7/10""},{""Source"":""Rotten Tomatoes"",""Value"":""96%""},{""Source"":""Metacritic"",""Value"":""90/100""}],""Metascore"":""90"",""imdbRating"":""8.7"",""imdbVotes"":""1,155,302"",""imdbID"":""tt0099685"",""Type"":""movie"",""DVD"":""22 Aug 1997"",""BoxOffice"":""$46,909,721"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
A Brighter Summer Day	Q710745	Edward Yang	male	Edward Yang	male	牯嶺街少年殺人事件	A Brighter Summer Day	tt0101985	Crime, Drama, Romance	100	8.3	Mandarin, Min Nan, Shanghainese, English	false	Chang Chen, Lisa Yang, Kuo-Chu Chang	237	Not Rated	Taiwan, South Korea	1991	true	true	78	84	"{""Title"":""A Brighter Summer Day"",""Year"":""1991"",""Rated"":""Not Rated"",""Released"":""25 Nov 2011"",""Runtime"":""237 min"",""Genre"":""Crime, Drama, Romance"",""Director"":""Edward Yang"",""Writer"":""Hung Hung, Mingtang Lai, Alex Yang"",""Actors"":""Chang Chen, Lisa Yang, Kuo-Chu Chang"",""Plot"":""Based on a true story, primarily on a conflict between two youth gangs, a 14-year-old boy's girlfriend conflicts with the head of one gang for an unclear reason, until finally the conflict comes to a violent climax."",""Language"":""Mandarin, Min Nan, Shanghainese, English"",""Country"":""Taiwan, South Korea"",""Awards"":""10 wins & 15 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BOGUwNTg3ODUtMTU5Zi00MDdiLWE0ZmQtMzRhMmZkMWJkNjViXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.3/10""},{""Source"":""Rotten Tomatoes"",""Value"":""100%""},{""Source"":""Metacritic"",""Value"":""90/100""}],""Metascore"":""90"",""imdbRating"":""8.3"",""imdbVotes"":""10,581"",""imdbID"":""tt0101985"",""Type"":""movie"",""DVD"":""22 Mar 2016"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Daughters of the Dust	Q3285003	Julie Dash	female	Julie Dash	female	Daughters of the Dust	Daughters of the Dust	tt0104057	Drama, History, Romance	94	6.7	English, French	false	Cora Lee Day, Alva Rogers, Barbarao	113	TV-PG	United States, Germany	1991	true	false	60		"{""Title"":""Daughters of the Dust"",""Year"":""1991"",""Rated"":""TV-PG"",""Released"":""27 Dec 1991"",""Runtime"":""113 min"",""Genre"":""Drama, History, Romance"",""Director"":""Julie Dash"",""Writer"":""Julie Dash"",""Actors"":""Cora Lee Day, Alva Rogers, Barbarao"",""Plot"":""A languid, impressionistic story of three generations of Gullah women living on the South Carolina Sea Islands in 1902."",""Language"":""English, French"",""Country"":""United States, Germany"",""Awards"":""4 wins & 2 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMjA4MDMxNzQ2NV5BMl5BanBnXkFtZTgwOTQwMTkwMDI@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""6.7/10""},{""Source"":""Rotten Tomatoes"",""Value"":""94%""},{""Source"":""Metacritic"",""Value"":""81/100""}],""Metascore"":""81"",""imdbRating"":""6.7"",""imdbVotes"":""2,692"",""imdbID"":""tt0104057"",""Type"":""movie"",""DVD"":""15 Feb 2000"",""BoxOffice"":""$1,683,422"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
The Piano	Q117315	Jane Campion	female	Jane Campion	female	The Piano	The Piano	tt0107822	Drama, Music, Romance	90	7.5	English, British Sign , Maori	false	Holly Hunter, Harvey Keitel, Sam Neill	121	R	Australia, France	1992	true	false	50		"{""Title"":""The Piano"",""Year"":""1993"",""Rated"":""R"",""Released"":""11 Feb 1994"",""Runtime"":""121 min"",""Genre"":""Drama, Music, Romance"",""Director"":""Jane Campion"",""Writer"":""Jane Campion"",""Actors"":""Holly Hunter, Harvey Keitel, Sam Neill"",""Plot"":""In the mid-19th century a mute woman is sent to New Zealand along with her young daughter and prized piano for an arranged marriage to a farmer, but is soon lusted after by a farm worker."",""Language"":""English, British Sign , Maori"",""Country"":""Australia, France"",""Awards"":""Won 3 Oscars. 65 wins & 56 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMWVkNzg3NDktOTFmMi00YjU2LTk0MzMtYTVjZjRiYTliZDkzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.5/10""},{""Source"":""Rotten Tomatoes"",""Value"":""90%""},{""Source"":""Metacritic"",""Value"":""89/100""}],""Metascore"":""89"",""imdbRating"":""7.5"",""imdbVotes"":""89,232"",""imdbID"":""tt0107822"",""Type"":""movie"",""DVD"":""25 Jan 2011"",""BoxOffice"":""$40,157,856"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Chungking Express	Q766263	Wong Kar-wai	male	Wong Kar-wai	male	Chungking Express	Chungking Express	tt0109424	Comedy, Crime, Drama	88	8.0	Cantonese, English, Japanese, Hindi, Mandarin, Punjabi, Urdu	false	Brigitte Lin, Takeshi Kaneshiro, Tony Chiu-Wai Leung	102	PG-13	Hong Kong	1994	true	false	88		"{""Title"":""Chungking Express"",""Year"":""1994"",""Rated"":""PG-13"",""Released"":""08 Mar 1996"",""Runtime"":""102 min"",""Genre"":""Comedy, Crime, Drama"",""Director"":""Kar-Wai Wong"",""Writer"":""Kar-Wai Wong"",""Actors"":""Brigitte Lin, Takeshi Kaneshiro, Tony Chiu-Wai Leung"",""Plot"":""Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents."",""Language"":""Cantonese, English, Japanese, Hindi, Mandarin, Punjabi, Urdu"",""Country"":""Hong Kong"",""Awards"":""10 wins & 23 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BNmEyYzUwYTMtYTNiNS00YWE4LWIxZTEtNTVlZDBlNmQ4NGE2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.0/10""},{""Source"":""Rotten Tomatoes"",""Value"":""88%""},{""Source"":""Metacritic"",""Value"":""78/100""}],""Metascore"":""78"",""imdbRating"":""8.0"",""imdbVotes"":""82,560"",""imdbID"":""tt0109424"",""Type"":""movie"",""DVD"":""21 May 2002"",""BoxOffice"":""$600,200"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Sátántangó	Q53481	Béla Tarr	male	Béla Tarr&László Krasznahorkai&Mihály Víg&Péter Dobai	male&male&male&male	Sátántangó	Sátántangó	tt0111341	Drama	100	8.3	Hungarian	false	Mihály Vig, Putyi Horváth, László feLugossy	439	Not Rated	Hungary, Germany, Switzerland	1994	true	true	78	35	"{""Title"":""Satantango"",""Year"":""1994"",""Rated"":""Not Rated"",""Released"":""28 Apr 1994"",""Runtime"":""439 min"",""Genre"":""Drama"",""Director"":""Béla Tarr"",""Writer"":""László Krasznahorkai, Mihály Vig, Péter Dobai"",""Actors"":""Mihály Vig, Putyi Horváth, László feLugossy"",""Plot"":""On the eve of a large payment, residents of a collapsing collective farm see their plans turn into desolation when they discover that Irimiás, a former co-worker who they thought was dead, is returning to the community."",""Language"":""Hungarian"",""Country"":""Hungary, Germany, Switzerland"",""Awards"":""5 wins & 2 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMjM5MmFlZjYtYjliYS00OTk0LThiZmUtZWFhNDRjMDc2YWFkXkEyXkFqcGdeQXVyODU1OTc0MzI@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.3/10""},{""Source"":""Rotten Tomatoes"",""Value"":""100%""}],""Metascore"":""N/A"",""imdbRating"":""8.3"",""imdbVotes"":""11,276"",""imdbID"":""tt0111341"",""Type"":""movie"",""DVD"":""22 Jul 2008"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Beau travail	Q1193562	Claire Denis	female	Claire Denis&Jean-Pol Fargeau	female&male	Beau Travail	Beau Travail	tt0209933	Drama, War	86	7.3	French, Italian, Russian	false	Denis Lavant, Michel Subor, Grégoire Colin	92	Unrated	France	1998	true	true	7	78	"{""Title"":""Beau travail"",""Year"":""1999"",""Rated"":""Unrated"",""Released"":""03 May 2000"",""Runtime"":""92 min"",""Genre"":""Drama, War"",""Director"":""Claire Denis"",""Writer"":""Claire Denis, Jean-Pol Fargeau, Herman Melville"",""Actors"":""Denis Lavant, Michel Subor, Grégoire Colin"",""Plot"":""This film focuses on an ex-Foreign Legion officer as he recalls his once-glorious life, leading troops in Djibouti."",""Language"":""French, Italian, Russian"",""Country"":""France"",""Awards"":""6 wins & 12 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BNGE4NGExNzctYjY2Yy00Nzg4LTkyNjAtNDYzMDQyYWM4ZDFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.3/10""},{""Source"":""Rotten Tomatoes"",""Value"":""86%""},{""Source"":""Metacritic"",""Value"":""91/100""}],""Metascore"":""91"",""imdbRating"":""7.3"",""imdbVotes"":""11,374"",""imdbID"":""tt0209933"",""Type"":""movie"",""DVD"":""N/A"",""BoxOffice"":""$247,606"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Yi Yi	Q704513	Edward Yang	male	Edward Yang	male	Yi Yi	Yi Yi	tt0244316	Drama, Romance		8.1	Mandarin, Min Nan, Hokkien, English, Japanese, French	false	Nien-Jen Wu, Elaine Jin, Issei Ogata	173	Not Rated	Taiwan, Japan	1999	true	true	90	93	"{""Title"":""Yi Yi: A One and a Two..."",""Year"":""2000"",""Rated"":""Not Rated"",""Released"":""16 Dec 2000"",""Runtime"":""173 min"",""Genre"":""Drama, Romance"",""Director"":""Edward Yang"",""Writer"":""Edward Yang"",""Actors"":""Nien-Jen Wu, Elaine Jin, Issei Ogata"",""Plot"":""Each member of a middle-class Taipei family seeks to reconcile past and present relationships within their daily lives."",""Language"":""Mandarin, Min Nan, Hokkien, English, Japanese, French"",""Country"":""N/A"",""Awards"":""15 wins & 25 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BZDNkMGUyYzUtNjM0ZC00NDM2LWE5ZjEtMjliNzIxMmMzZThhXkEyXkFqcGdeQXVyMzAxNjg3MjQ@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.1/10""},{""Source"":""Metacritic"",""Value"":""93/100""}],""Metascore"":""93"",""imdbRating"":""8.1"",""imdbVotes"":""24,814"",""imdbID"":""tt0244316"",""Type"":""movie"",""DVD"":""12 Jun 2007"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
The Gleaners and I	Q2493884	Agnès Varda	female	Agnès Varda	female	Les Glaneurs et la Glaneuse	The Gleaners & I	tt0247380	Documentary	93	7.7	French	false	François Wertheimer, Agnès Varda, Jean La Planche	82	Not Rated	France	2000	true	false	67		"{""Title"":""The Gleaners & I"",""Year"":""2000"",""Rated"":""Not Rated"",""Released"":""07 Jul 2000"",""Runtime"":""82 min"",""Genre"":""Documentary"",""Director"":""Agnès Varda"",""Writer"":""Agnès Varda"",""Actors"":""François Wertheimer, Agnès Varda, Jean La Planche"",""Plot"":""Varda films and interviews gleaners in France in all forms, from those picking fields after the harvest to those scouring the dumpsters of Paris."",""Language"":""French"",""Country"":""France"",""Awards"":""16 wins & 4 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMjBlYTUzOTgtNjZlMC00NWNjLWJhMzQtYzllMjg0ZThhNGMzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.7/10""},{""Source"":""Rotten Tomatoes"",""Value"":""93%""},{""Source"":""Metacritic"",""Value"":""83/100""}],""Metascore"":""83"",""imdbRating"":""7.7"",""imdbVotes"":""7,602"",""imdbID"":""tt0247380"",""Type"":""movie"",""DVD"":""23 Jul 2002"",""BoxOffice"":""$155,320"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
In the Mood for Love	Q1056853	Wong Kar-wai	male	Wong Kar-wai	male	花樣年華	In the Mood for Love	tt0118694	Drama, Romance	91	8.1	Cantonese, Shanghainese, French, Spanish	false	Tony Chiu-Wai Leung, Maggie Cheung, Siu Ping-Lam	98	PG	Hong Kong, France	2001	true	true	5	24	"{""Title"":""In the Mood for Love"",""Year"":""2000"",""Rated"":""PG"",""Released"":""09 Mar 2001"",""Runtime"":""98 min"",""Genre"":""Drama, Romance"",""Director"":""Kar-Wai Wong"",""Writer"":""Kar-Wai Wong"",""Actors"":""Tony Chiu-Wai Leung, Maggie Cheung, Siu Ping-Lam"",""Plot"":""Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs."",""Language"":""Cantonese, Shanghainese, French, Spanish"",""Country"":""Hong Kong, France"",""Awards"":""Nominated for 1 BAFTA Award46 wins & 51 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BYWVjNjMwZTgtMGYyYy00NmVhLWE1NDItMzFhMmJkYTNjYWIwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.1/10""},{""Source"":""Rotten Tomatoes"",""Value"":""91%""},{""Source"":""Metacritic"",""Value"":""85/100""}],""Metascore"":""85"",""imdbRating"":""8.1"",""imdbVotes"":""149,883"",""imdbID"":""tt0118694"",""Type"":""movie"",""DVD"":""01 May 2008"",""BoxOffice"":""$2,738,980"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
